reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
105,0.09718285082869214,33,0.6363488485179566,0.6907041741152304,16,0.47586304708711014,1.2557717941226438,LGBMR,optuna,XLI,2019-04-01
146,0.08317609922225053,40,0.6040164226918816,0.7487666302111067,11,0.4881164015696712,1.3774343736216448,LGBMR,optuna,XLK,2019-04-01
115,0.06266357109063957,44,0.6609247453668423,0.6451541673890071,20,0.29217047211379,1.1569280691734476,LGBMR,optuna,SPY,2019-04-01
187,0.08082709496045332,38,0.7419676916666407,0.6656463490988035,15,0.18793256223797006,1.3106089244062809,LGBMR,optuna,XLV,2019-04-01
279,0.04892481467255206,33,0.6870746194336431,0.7146515304900615,15,0.4995996966153598,1.0982438155344139,LGBMR,optuna,XLB,2019-04-01
248,0.04258391086385745,35,0.6893777802361214,0.6085539504553235,17,0.22108258839979933,1.4966554652816964,LGBMR,optuna,XLY,2019-04-01
240,0.0460386076427033,37,0.7458758170781244,0.7099271730551359,12,0.4088243557591388,1.3535979222567984,LGBMR,optuna,XLF,2019-04-01
228,0.04334760636349904,41,0.6161849481729854,0.7031145390136473,10,0.1255720051675104,1.3834750045306423,LGBMR,optuna,IYR,2019-04-01
271,0.09135003098681144,41,0.6235430463598548,0.7436352781077172,14,0.10006555777094713,1.3219489191357183,LGBMR,optuna,VOX,2019-04-01
277,0.023891911171560053,35,0.6065596225897351,0.6429184188914229,17,0.14889156800544445,1.315804588557749,LGBMR,optuna,XLP,2019-04-01
266,0.019075259724703593,41,0.6436939115607793,0.7019585486018948,11,0.10348761864524654,1.287437251940375,LGBMR,optuna,XLU,2019-04-01
169,0.034942768341553604,43,0.7146612380155714,0.6708267900079496,20,0.18280339746885488,1.122047859953264,LGBMR,optuna,XLE,2019-05-01
185,0.07879072693876703,46,0.6918059005686851,0.6299514544606053,17,0.49188972901837735,1.2859344669031894,LGBMR,optuna,XLI,2019-05-01
150,0.01583557343096082,38,0.7887263691240614,0.6671856833975813,10,0.45287314496373354,1.0130818553217928,LGBMR,optuna,XLV,2019-05-01
198,0.05465564388492104,33,0.6317471050884921,0.6206044433369513,19,0.47401822528100485,1.4131117262494999,LGBMR,optuna,XLF,2019-05-01
290,0.0712401319376356,36,0.6985539718933759,0.6185058131945864,11,0.4306043997797432,1.2907920445175032,LGBMR,optuna,XLY,2019-05-01
261,0.05749543142215037,43,0.6213989112476257,0.675814008328397,13,0.49887026860233097,1.2038561990462042,LGBMR,optuna,XLK,2019-05-01
110,0.0380696858713015,31,0.7940655323342289,0.6092046227550669,20,0.10000000022462163,1.0139619230814623,LGBMR,optuna,IYR,2019-05-01
300,0.09843970432470482,31,0.662445315868339,0.7458450396298809,19,0.4995163769792214,1.494559104393285,LGBMR,optuna,XLB,2019-05-01
168,0.09367465357778645,48,0.6526996343616294,0.6001354673650267,11,0.12970392151398444,1.3711775293267963,LGBMR,optuna,XLP,2019-05-01
159,0.09936101930674032,36,0.7239296712155009,0.7174150210755676,14,0.12481245334269919,1.10134454676834,LGBMR,optuna,XLU,2019-05-01
211,0.04241908536302446,32,0.7904707156599069,0.6249709199891306,20,0.3405278228824502,1.4381420113439576,LGBMR,optuna,SPY,2019-05-01
272,0.03977216691628365,42,0.6207608821671068,0.6431517545663291,14,0.10461637076677459,1.1866795611175747,LGBMR,optuna,VOX,2019-05-01
103,0.04120639057383007,45,0.679562382427454,0.7234554508698157,15,0.12622151283469835,1.3847926839024909,LGBMR,optuna,XLE,2019-06-03
234,0.06085696834497549,45,0.7895094745972934,0.6318404952874126,14,0.3188088099188518,1.398853100835552,LGBMR,optuna,XLI,2019-06-03
169,0.07500986881985534,46,0.7276986784621389,0.7959289769821999,12,0.4992620004594379,1.471319323432483,LGBMR,optuna,XLF,2019-06-03
206,0.04430639368925707,43,0.7494925536245929,0.7628073023507413,15,0.4407851045936243,1.1084978129107568,LGBMR,optuna,XLK,2019-06-03
104,0.011261808378518305,50,0.792720045248284,0.7898248566186745,14,0.14814842984616167,1.0019668135307722,LGBMR,optuna,XLV,2019-06-03
142,0.0837586781454929,46,0.615884518302173,0.7955229430917196,15,0.2662320536026602,1.492234673814604,LGBMR,optuna,XLY,2019-06-03
290,0.06827808390628383,44,0.6583599820180956,0.677714775695857,20,0.4909926602246467,1.3215215400296638,LGBMR,optuna,XLB,2019-06-03
135,0.01021225218449518,31,0.6583030561140155,0.7554619312776407,10,0.11140103270467991,1.0268272517631132,LGBMR,optuna,IYR,2019-06-03
232,0.06741989733592102,41,0.6001023673557792,0.7992732167820948,13,0.11056222324858572,1.4932029197595316,LGBMR,optuna,VOX,2019-06-03
224,0.05911554745399184,38,0.7523298217461779,0.6125285749983757,12,0.10010228322650835,1.0091401767492387,LGBMR,optuna,XLP,2019-06-03
245,0.0887971039688957,42,0.6290854680627728,0.6151179139929037,15,0.1371840557436101,1.0509623144298519,LGBMR,optuna,XLU,2019-06-03
300,0.062427342113123535,33,0.7458143993207428,0.6050487771277401,17,0.10237420002172576,1.445426412257813,LGBMR,optuna,SPY,2019-06-03
105,0.09907736554446453,50,0.7999617830967122,0.6062508129499177,20,0.10187187693949955,1.478680773492874,LGBMR,optuna,XLB,2019-07-01
112,0.09194289175301437,42,0.7926959062692734,0.6203024678257035,10,0.48008221214052027,1.149339360942933,LGBMR,optuna,XLK,2019-07-01
140,0.061876644813271715,41,0.710439503815457,0.7979453432971595,10,0.45286879361410204,1.101380183006191,LGBMR,optuna,XLI,2019-07-01
237,0.09662444467935198,50,0.6405918220993948,0.7627996779271337,13,0.46174596983632277,1.3007396857893359,LGBMR,optuna,XLV,2019-07-01
289,0.03352184259239694,42,0.7669330410531753,0.6234491962854278,12,0.26816030769111976,1.2538057365016608,LGBMR,optuna,XLY,2019-07-01
148,0.015503294954686386,39,0.7425877059091035,0.7509271135555601,20,0.11878171795753008,1.4249792107271606,LGBMR,optuna,XLU,2019-07-01
194,0.08513590037139751,47,0.6353516951471008,0.6251571981354223,17,0.49937039894959234,1.3549795544182561,LGBMR,optuna,XLF,2019-07-01
257,0.07896782272834083,31,0.7135571724776522,0.7004634186873657,11,0.14819611983703784,1.0128145718294002,LGBMR,optuna,XLP,2019-07-01
232,0.033220774087448196,40,0.799056289475568,0.7463152381965217,11,0.40305536711163337,1.2774843762085764,LGBMR,optuna,XLE,2019-07-01
264,0.014496532417440904,37,0.6748641854244098,0.7452958852510645,15,0.4905461539607624,1.275265311600373,LGBMR,optuna,SPY,2019-07-01
297,0.056774295882441754,34,0.7464721701789407,0.7977117476175566,20,0.10666070447217714,1.0140228261188027,LGBMR,optuna,VOX,2019-07-01
298,0.010708718490098607,35,0.7033099430441377,0.6892242359110706,14,0.10719840119180252,1.3556422422802847,LGBMR,optuna,IYR,2019-07-01
136,0.01718701062078907,46,0.79739162039656,0.6979142436344254,18,0.16384009055185814,1.2394202032864696,LGBMR,optuna,XLY,2019-08-01
213,0.09928752853335793,36,0.6035242222743842,0.7701787042857735,20,0.4616586998329787,1.0066401633701427,LGBMR,optuna,XLB,2019-08-01
104,0.04471858853174466,33,0.7893660990916127,0.6322416641127335,19,0.4631987696864671,1.354826038418712,LGBMR,optuna,XLI,2019-08-01
150,0.0994213300862822,33,0.659894275311228,0.6000391730185122,19,0.10610148569843415,1.0095447562503026,LGBMR,optuna,VOX,2019-08-01
166,0.08215232860396238,31,0.7199281964438269,0.7297706252212659,20,0.4450382511898596,1.2077927961460926,LGBMR,optuna,XLK,2019-08-01
241,0.08486659691038731,45,0.6513309865991473,0.7500616745030548,12,0.10118023508384655,1.1188651427480525,LGBMR,optuna,XLP,2019-08-01
212,0.054013726641908635,33,0.7309535097145198,0.7996695381548947,16,0.49945776169837486,1.353106153749698,LGBMR,optuna,XLF,2019-08-01
276,0.01510796329699493,33,0.6609589245788652,0.7333493161647544,20,0.3727743348106358,1.2819026836240521,LGBMR,optuna,XLE,2019-08-01
284,0.0977800307587866,48,0.605903509751121,0.6067831731149068,16,0.10008806036555945,1.3760503504581532,LGBMR,optuna,XLV,2019-08-01
191,0.0684611428954556,48,0.7005226804567722,0.758265597502865,15,0.4161018062180814,1.3520844236540532,LGBMR,optuna,IYR,2019-08-01
195,0.05872829528285663,44,0.6611733401082814,0.7141300140501758,12,0.10058050376207037,1.4278495712097052,LGBMR,optuna,SPY,2019-08-01
297,0.010395684161179886,45,0.729466686141065,0.7813278188107156,11,0.10132176009386884,1.1615488112408314,LGBMR,optuna,XLU,2019-08-01
181,0.08784568256627245,37,0.6866729259714323,0.6731224218265099,14,0.13249331550024232,1.0587927388074545,LGBMR,optuna,XLP,2019-09-03
143,0.03973971083177174,39,0.7996796640831095,0.6000738314051864,18,0.4375405053740248,1.293618226549581,LGBMR,optuna,XLB,2019-09-03
134,0.09814749760444011,39,0.7552751670736239,0.7401091429432146,19,0.4998921923762191,1.2712422005936457,LGBMR,optuna,XLF,2019-09-03
166,0.051171667353446956,38,0.7840888626959412,0.754435720020522,13,0.2543938463981942,1.3610131303980262,LGBMR,optuna,XLY,2019-09-03
162,0.03289373747323955,39,0.6389433650269648,0.7961074882444102,14,0.16315653334598856,1.1101871665159102,LGBMR,optuna,XLE,2019-09-03
121,0.08708999647534171,47,0.7501153174878445,0.631561374479534,11,0.28008552888151267,1.2766170048563257,LGBMR,optuna,XLV,2019-09-03
288,0.0757790279252557,40,0.774269226826402,0.6856793115283972,10,0.32932843023801417,1.3363012372277525,LGBMR,optuna,XLI,2019-09-03
190,0.09037668761710271,48,0.6792869515391413,0.7177909390620637,20,0.12894872776371916,1.3729283405579635,LGBMR,optuna,VOX,2019-09-03
246,0.09360528667243895,36,0.7084124902773004,0.7857029335057534,18,0.40410606488383327,1.3548403708872532,LGBMR,optuna,XLK,2019-09-03
294,0.032840192593804315,37,0.6928807784839225,0.745489881907413,11,0.29194177618668965,1.2005113849682816,LGBMR,optuna,XLU,2019-09-03
255,0.024857727666035008,39,0.6361367955506154,0.6314740617188321,10,0.3818911200297137,1.0678543939668428,LGBMR,optuna,IYR,2019-09-03
228,0.043086295862542916,34,0.7753800486169573,0.7706579476840167,14,0.1442831793428176,1.2114445675142216,LGBMR,optuna,SPY,2019-09-03
192,0.08930144128112358,46,0.6593251506326316,0.6822406039324806,18,0.46126202168811914,1.4624159607005809,LGBMR,optuna,XLB,2019-10-01
151,0.027897803354151457,37,0.743349326713657,0.6698991959067979,16,0.24750782848738367,1.1998766255473763,LGBMR,optuna,XLY,2019-10-01
220,0.09429025692480446,48,0.671027506269226,0.6372826327456682,13,0.37287971623271043,1.0853272968667143,LGBMR,optuna,XLE,2019-10-01
205,0.08502093975737836,38,0.6015295725292134,0.7577869757883635,18,0.44891049722167997,1.4661320601253807,LGBMR,optuna,XLK,2019-10-01
132,0.08694357579629015,42,0.7685393467847648,0.6621441732807528,20,0.21118440719315473,1.0977330328813708,LGBMR,optuna,XLV,2019-10-01
175,0.025735508485069395,31,0.7021198260276983,0.7243659476815041,20,0.4963315895613746,1.0063748762781257,LGBMR,optuna,XLF,2019-10-01
134,0.06825416195268788,38,0.7413937849946939,0.6035473015739318,13,0.41516274241757,1.244202313317414,LGBMR,optuna,IYR,2019-10-01
197,0.015462082890222228,46,0.7579449807076265,0.738253889749515,19,0.4917042295140409,1.3878484061705085,LGBMR,optuna,XLI,2019-10-01
171,0.09206264994133118,36,0.7513663974898541,0.6564030762178785,14,0.11040928690401869,1.4725171683660352,LGBMR,optuna,XLP,2019-10-01
222,0.03869600972620226,40,0.7158160838519693,0.6757268238953752,14,0.3469128676696319,1.313758585250606,LGBMR,optuna,XLU,2019-10-01
179,0.07171560373776328,45,0.7693672265638044,0.7650811654886185,12,0.1056997657225234,1.2582095530889519,LGBMR,optuna,VOX,2019-10-01
257,0.025919646961644914,40,0.6668486507151384,0.6619042872358961,17,0.15887103812685863,1.4103755923309027,LGBMR,optuna,SPY,2019-10-01
101,0.010168631248257759,50,0.6619275731570217,0.6939739421190398,14,0.48697164586290814,1.4542797654452113,LGBMR,optuna,XLB,2019-11-01
198,0.06015617278348929,50,0.7332150818537537,0.6810474407110236,17,0.27267630967800094,1.1826238349701346,LGBMR,optuna,XLV,2019-11-01
152,0.0967210996334121,47,0.6263207283810054,0.7706983414971722,15,0.25711046811429006,1.3675733526156755,LGBMR,optuna,XLY,2019-11-01
248,0.04521108922780699,31,0.6285904156006283,0.7925279303032831,17,0.4803098736366852,1.0497537465503604,LGBMR,optuna,XLI,2019-11-01
157,0.03397657139451328,33,0.6706444970235463,0.7738181107661318,19,0.3940801832908031,1.185647468525053,LGBMR,optuna,IYR,2019-11-01
266,0.016889794360591674,41,0.6312514643657408,0.7156054525048932,15,0.3492835644706148,1.4447796480790216,LGBMR,optuna,XLK,2019-11-01
236,0.017330099638542,31,0.6008899957003022,0.6521470051032163,12,0.17243099773141862,1.246706851512475,LGBMR,optuna,XLE,2019-11-01
278,0.05274641677929495,38,0.7338407289554998,0.6392735308777218,15,0.499614098133912,1.0946699038907926,LGBMR,optuna,XLF,2019-11-01
139,0.01908711528500074,34,0.788175806828573,0.7360435768087972,17,0.26663702876119993,1.358705168329305,LGBMR,optuna,XLU,2019-11-01
300,0.09943476586062171,50,0.7561724342822513,0.7977456037011207,10,0.11246253785512908,1.497940566663524,LGBMR,optuna,XLP,2019-11-01
273,0.09173042748328533,43,0.6783509644351394,0.7779694928439715,16,0.1359718624789381,1.3047858653163478,LGBMR,optuna,VOX,2019-11-01
300,0.010426949062229098,43,0.721148061056317,0.7798472867912128,10,0.11742561988395009,1.1968966901749938,LGBMR,optuna,SPY,2019-11-01
258,0.08076544046669679,31,0.6682363802916412,0.7512511681239149,14,0.4076993305489278,1.106462997588138,LGBMR,optuna,XLI,2019-12-02
193,0.05219474918782339,40,0.6526197018442936,0.7819049461580938,15,0.46378704562192585,1.412068366640337,LGBMR,optuna,XLK,2019-12-02
166,0.051136375335341,47,0.6435049604029673,0.6587790047766584,18,0.24133738358394405,1.104453866527076,LGBMR,optuna,XLE,2019-12-02
243,0.06935385182905805,41,0.6727481051239558,0.6957927050017859,15,0.4899701700175956,1.2114555255566068,LGBMR,optuna,XLB,2019-12-02
126,0.09058867154892948,47,0.7148316069300126,0.7283830379942453,13,0.4004360086548484,1.3846200292266275,LGBMR,optuna,XLU,2019-12-02
185,0.011307908748350092,48,0.7361665649759996,0.7506766432742565,16,0.14207133704156227,1.404936930741141,LGBMR,optuna,XLF,2019-12-02
183,0.05771403351261315,44,0.7444676855974492,0.752361977839957,11,0.23999064541738446,1.1042275768918937,LGBMR,optuna,VOX,2019-12-02
290,0.08219335799773769,39,0.6218529247597134,0.7215297742310284,14,0.3199810838229883,1.2250493636807118,LGBMR,optuna,XLY,2019-12-02
223,0.022051902087742162,50,0.6090477522041541,0.6467315107716379,16,0.27317085309717715,1.4849886374987853,LGBMR,optuna,XLV,2019-12-02
221,0.0286861353195237,36,0.7276080875590544,0.6537744785870403,17,0.4179532462797962,1.2666022913798562,LGBMR,optuna,IYR,2019-12-02
216,0.0502112886268129,50,0.776374911049663,0.7259812365274134,12,0.16863907228242098,1.1703396841649119,LGBMR,optuna,SPY,2019-12-02
286,0.02955584125971668,31,0.7559957487699203,0.6434639258905448,12,0.13382492407883623,1.499600284327945,LGBMR,optuna,XLP,2019-12-02
114,0.05164309692891763,32,0.7693012837052489,0.61119907532156,14,0.4467434654932194,1.2122403620868556,LGBMR,optuna,XLY,2020-01-02
111,0.09785485009026673,44,0.6804579678147116,0.7570452764410167,18,0.44338905941257434,1.2537704513952943,LGBMR,optuna,XLE,2020-01-02
156,0.08834731470966482,49,0.7987706332176581,0.7714493800331819,20,0.4618785571934143,1.1250436009518998,LGBMR,optuna,XLB,2020-01-02
136,0.0588726953257858,31,0.7997766766158055,0.6002024113823221,12,0.10001777078266541,1.0085537987116908,LGBMR,optuna,XLP,2020-01-02
119,0.06805001654536766,35,0.7275764921722009,0.7172756825164299,13,0.41925178600652707,1.2778649909606519,LGBMR,optuna,IYR,2020-01-02
176,0.08279084838069442,44,0.7965273718105533,0.7983724014732736,13,0.1774691748077049,1.0095632215562658,LGBMR,optuna,XLF,2020-01-02
178,0.033277999309474386,34,0.7210081857571359,0.6818423425982415,15,0.18933472138130494,1.0523727936022813,LGBMR,optuna,SPY,2020-01-02
206,0.02792893769317619,39,0.796718665642988,0.79950924368921,14,0.3449465126732002,1.399443222449132,LGBMR,optuna,XLI,2020-01-02
265,0.049031373221030246,41,0.6000788966094711,0.7386756263638754,20,0.17479087456080264,1.099955306919409,LGBMR,optuna,XLK,2020-01-02
233,0.04272509554336415,31,0.6078800147845268,0.7292228313567344,16,0.4751845072783334,1.0012320761130846,LGBMR,optuna,XLU,2020-01-02
202,0.01136244727047187,40,0.7464019308445271,0.7331197849793027,10,0.1795538480742206,1.0200664884998203,LGBMR,optuna,XLV,2020-01-02
291,0.07429470543071695,41,0.7022087570390578,0.7289061886244114,18,0.22262647362353896,1.2858301537453811,LGBMR,optuna,VOX,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLK,2019-01-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-01-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLV,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-02-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLP,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-02-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-02-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-02-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-04-01
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,XLF,2019-04-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-04-01
1.5,0.5,31,100,15,0.01,0.8,0.6,LGBMR,random,IYR,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-05-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-05-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLI,2019-06-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-06-03
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,XLF,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,SPY,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-07-01
1,0.5,50,200,10,0.01,0.8,0.6,LGBMR,random,XLE,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-08-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,SPY,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-08-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLP,2019-09-03
1,0.5,50,200,10,0.01,0.8,0.6,LGBMR,random,XLF,2019-09-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,SPY,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-09-03
1.5,0.5,31,100,15,0.01,0.8,0.6,LGBMR,random,XLE,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLY,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLV,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-10-01
